Author_id,Name
3949,Ruth Baetz
3950,Amanda Davis
3951,Jyl Lynn Felman
3952,Cynthia Kadohata
3953,Michael E. Gerber
3954,John Eldredge
3955,Padriac Colum
3956,Eileen Campbell
3957,Thomas R. P. Mielke
3958,Luciano De Crescenzo
3959,Linde Birk
3960,Morton Rhue
3961,A. A. Attanasio
3962,Patricia Hedges
3963,Patricia H. Hedges
3964,John Andrew Storey
3965,William Barrett
3966,Amber K
3967,Mary Daheim
3968,Holly-Jane Rahlens
3969,Michael Dibdin
3970,Anthony Burgess
3971,Fyodor Dostoevsky
3972,Constance Garnett
3973,Joseph Frank
3974,James Ryan
3975,Chico Buarque
3976,Alison Entrekin
3977,Gregory Rabassa
3978,Elizabeth Fishel
3979,Janette Turner Hospital
3980,Miguel Hernandez
3981,Jody Shields
3982,Alex Capus
3983,Stephen M. Wylen
3984,Bernhard W. Anderson
3985,Katheryn Pfisterer Darr
3986,Shmuley Boteach
3987,Herman Melville
3988,Tom Quirk
3989,James Preston Girard
3990,Michael Horowitz
3991,Vicki Marshall
3992,Sydne Heather Schinkel
3993,Thomas Charles Schinkel
3994,Melanie Rawn
3995,Jennifer Roberson
3996,Kate Elliott
3997,Orhan Pamuk
3998,Erdag Goknar
3999,Goldberry Long
4000,Kathleen Norris
4001,Ashley Warlick
4002,Gordon S. Haight
4003,Dinah Birch
4004,Kitty Ray
4005,Geraldine Brooks
4006,P. C. Cast
4007,KARLA /LANSDOWNE/SAVE HOCKER
4008,Judith A. Lansdowne
4009,H
4010,Sarah Gallick
4011,Maggie Haberman
4012,Jeane MacIntosh
4013,P. B. Ryan
4014,Maddy Hunter
4015,Sherrilyn Kenyon
4016,Jill Churchill
4017,Jenna McKnight
4018,Katie MacAlister
4019,Evelyn Vaughn
4020,T.R. Reid
4021,Kinley MacGregor
4022,Julia Quinn
4023,Stephen A. Bly
4024,Warren Dunford
4025,Albert Murray
4026,Elizabeth McCracken
4027,Nadine Gordimer
4028,E. M. Forster
4029,John Hersey
4030,Kate Flint
4031,Charlotte Brontë
4032,Michael Mason
4033,Thomas L. Long
4034,Theresa Nelson
4035,William Taylor
4036,Krandall Kraus
4037,Barrett Tillman
4038,Joyce M. Roche
4039,Marie Rodriguez
4040,Phyllis Schneider
4041,Rita Ciresi
4042,Leonard B. Scott
4043,Patricia Nell Warren
4044,Anthony Bonner
4045,Jess Stearn
4046,Jean-Christophe Rufin
4047,Torey Hayden
4048,Arthur Conan Doyle
4049,Samuel R. Delany
4050,Stephen D. Allen
4051,Bob Davis
4052,Shirley
4053,Alesia Holliday
4054,Beatles
4055,Richard N. Patterson
4056,Richard L. Polese
4057,Peace Pilgrim
4058,Barbara Savage
4059,Loren Eiseley
4060,Gale E. Christianson
4061,James Bannon
4062,James O'Reilly
4063,Tara Austen Weaver
4064,Anne Calcagno
4065,Lesley Downer
4066,David Gates
4067,Thomas Scoville
4068,W. Somerset Maugham
4069,Somerset Maugham
4070,T.Coraghessan Boyle
4071,Nancy Alberts
4072,Karen Jerome
4073,Valerie Carnes
4074,Bruno Maddox
4075,Sandra Magsamen
4076,Robert Claiborne
4077,Hugh Prather
4078,Gerald Jampolsky
4079,Alice Randall
4080,Thomas Tryon
4081,L.P. Hartley
4082,Peter Quennell
4083,Gertrud Muel Nelson
4084,Michael Kunze
4085,John G. Fuller
4086,Charles Barry Townsend
4087,Barbara Hoberman Levine
4088,Jim Dreaver
4089,Barbara Graham
4090,Victoria Roberts
4091,Kevin Leman
4092,Lydia Adamson
4093,Margot Adler
4094,Terence Hanbury White
4095,Katherine Mosby
4096,Philippe Djian
4097,Kara Dalkey
4098,Kirsty Gunn
4099,Edward Gorey
4100,Mick Middles
4101,Melvyn Bragg
4102,Thomas Mann
4103,John E. Woods
4104,Michael Frayn
4105,Steve Jackson
4106,Ian Livingstone
4107,Will Randall
4108,James Hawes
4109,William Makepeace Thackeray
4110,Thomas De Quincey
4111,Alan Russell
4112,Douglas Lindsay
4113,Kathryn Wesley
4114,Richard L. Zettler
4115,Lee Horne
4116,Alexandra Fuller
4117,Bill Cleaver
4118,Vera Cleaver
4119,Christopher Wright
4120,Linda Bolton
4121,Dana Facaros
4122,Thomas Parsons
4123,Lily Tuck
4124,Harold Tarrant
4125,Hugh Tredennic
4126,Frans Haacken
4127,Eliyahu M. Goldratt
4128,Jeff Cox
4129,Bettine Von Arnim
4130,Till Raether
4131,Erich Kästner
4132,Jay Parini
4133,Alix Kates Shulman
4134,Emily Carmichael
4135,Phyllis A. Whitney
4136,Michael Wallner
4137,Corina Tettinger
4138,David Congalton
4139,Mary Alice Monroe
4140,Donald E. Knuth
4141,Graham Salisbury
4142,Martine Bates
4143,Sarah Masters Buckey
4144,Robert M. Pirsig
4145,Jack Henry Abbott
4146,Michio Kaku
4147,Robert O'Keefe
4148,Zolar
4149,Elizabeth Clare Prophet
4150,Patricia R. Spadaro
4151,Lewis Richmond
4152,Eckhart Tolle
4153,Erich Von Daniken
4154,Genevieve L. Paulson
4155,Jane Hope
4156,Borin Van Loon
4157,Rev Ray T. Malbrough
4158,Israel Regardie
4159,Melvin Morse
4160,Father Oscar Lukefahr CM
4161,R. J. Stewart
4162,Brother Lawrence
4163,Phyllis Galde
4164,Jan Fries
4165,Denise Linn
4166,Jack Hamm
4167,Kate Horsley
4168,Gary Quinn
4169,Jonathan Dee
4170,Marian Green
4171,Horik Svensson
4172,Llewellyn
4173,Donald Michael Kraig
4174,Andrew McGahan
4175,Kay Redfield Jamison
4176,Guy Damian-Knight
4177,Edward Shorter
4178,Elliot Perlman
4179,Jim Schutze
4180,Michael Dobbs
4181,Geoffrey Chaucer - Edited By A. C. Cawley
4182,Minfong Ho
4183,Nancy Madore
4184,Ursula K Le Guin
4185,Virgil
4186,David West
4187,Jean Rhys
4188,Whitley Strieber
4189,Karen Harper
4190,Amy R. Kaplan
4191,Michael Keller
4192,Jimmy Thapa
4193,Raymond Buckland
4194,Anna Maxted
4195,Jon Hassler
4196,Shannon Drake
4197,Robert Kornwise
4198,Linda Greenlaw
4199,Sheldon Vanauken
4200,Susan Polis Schutz
4201,Stephen Schutz
4202,Braun Lilian Jackson
4203,Alison Fraser
4204,Robyn Donald
4205,N. Richard Nash
4206,Wayne W Dyer
4207,Ford Madox Ford
4208,Brandon
4209,Jay Brandon
4210,Will Hobbs
4211,Witi Tame Ihimaera
4212,Luis Sepúlveda
4213,François Maspéro
4214,Landoll Inc.
4215,Alexandra Stoddard
4216,Marc Romano
4217,Margot Anand
4218,Scholastic Books
4219,Ellen Miles
4220,Ben M. Baglio
4221,Melinda Blanchard
4222,Robert Blanchard
4223,Anthony Gottlieb
4224,Richard Littlejohn
4225,Kimeron N. Hardin
4226,Marc-Edouard Nabe
4227,John Lantigua
4228,Ralph Waldo Emerson
4229,Robert Slater
4230,John Gardner
4231,Fred Vargas
4232,Irene B. Brand
4233,Stanley Appelbaum
4234,Adam Barrow
4235,Andrews
4236,Andrew Calcutt
4237,Alex Flinn
4238,Ian Small
4239,Michael Bernstein
4240,Scott Robertson
4241,Nick Danziger
4242,Mary Kay Ash
4243,Marguerite Kelly
4244,Elia Parsons
4245,Rebecca Hirsh
4246,Judith Zimmer
4247,Durell Godfrey
4248,Patricia A. McKillip
4249,Heinrich Boll
4250,Christel Rost
4251,Damien Simonis
4252,Daniel Robinson
4253,Tony Wheeler
4254,Cyril Collard
4255,Brigitte Chabrol
4256,Valérie Malfoy
4257,Jean-Noël Schifano
4258,Magnan
4259,Eudora Welty
4260,Vladimir Radunsky
4261,Bagram Ibatoulline
4262,Shelley Moore Thomas
4263,Jennifer Plecas
4264,Chris Hedges
4265,Julien Gracq
4266,Jerome Klapka Jerome
4267,Fédor Dostoïevski
4268,Alain Besançon
4269,Albert Mousset
4270,Montherlant
4271,Pam Frankau
4272,Richard Firstman
4273,Jamie Talan
4274,Harold Robbins
4275,Sam A. Donaldson Jr.
4276,Christine McGuire
4277,Carla Norton
4278,Allan Eckert
4279,Jack Womack
4280,Pierre Pelot
4281,Anne Damour
4282,Stéfan Zweig
4283,Dominique Autrand
4284,Clifford D. Simak
4285,Jerome K. Jerome
4286,Georges Simenon
4287,Rose-Marie Makino-Fayolle
4288,L. Sprague De Camp
4289,Lin Carter
4290,August William Derleth
4291,Sr. Mary Jean Dorcy
4292,J.N. Williamson
4293,Gary Null
4294,Sharan Newman
4295,A E Van Vogt
4296,Brady
4297,Earl B. McElfresh
4298,Adam Braver
4299,Piers Paul Read
4300,Sydney Omarr
4301,Carl Payne Tobey
4302,Leonard Barden
4303,Charles H. Goren
4304,Carole Bellacera
4305,Philipp Vandenberg
4306,Jeffery Hudson
4307,Birgit Schönberger
4308,Zoë Jenny
4309,A. L. Haskett
4310,Mary Jane Maffini
4311,Judith Arnold
4312,Barbara Keiler
4313,Christopher Paul Curtis
4314,Karin Fossum
4315,Joseph Garcia
4316,Burton White
4317,Yitta Halberstam
4318,Judith Leventhal
4319,Bernie S. Siegel
4320,Matt Ridley
4321,Thomas K. Landauer
4322,Syed Hussein Alatas
4323,Jennifer Worick
4324,Kerry Colburn
4325,Anne Higgins
4326,Millie Stamm
4327,Susan Ostrov Weisser
4328,Millie Criswell
4329,Heather McNamara
4330,Lois Keith
4331,E.D. Hirsch Jr.
4332,Mark Fuhrman
4333,N Collins
4334,Alan Titchmarsh
4335,Milligan
4336,Stephen Fry
4337,Jonathan Miller
4338,Dawna Walter
4339,Mark Franks
4340,Betty Bethards
4341,Jaclyn Grace
4342,James V. Hart
4343,Alan Aldrich
4344,D H Lawrence
4345,Fiona Walker
4346,Lance Armstrong
4347,Sally Jenkins
4348,Pam Young
4349,Peggy Jones
4350,Sena Jeter Naslund
4351,Roy Blount Jr.
4352,Edward Abbey
4353,Redmond O'Hanlon
4354,Evan Harris
4355,Shang Chun Shu Cun
4356,Matthew Bunson
4357,Page Bryant
4358,Dennis Wholey
4359,Jerome Charyn
4360,Barry Sears
4361,Bill Lawren
4362,Christian De La Huerta
4363,Matthew Fox
4364,Jim Morrison
4365,Christine Wiltz
4366,Michael Thomas Ford
4367,Tommy Tune
4368,Stuart Smalley
4369,Martin
4370,Ken Sprague
4371,Elan Golomb
4372,Alice A. Bailey
4373,Susan Forward
4374,Jim Davis
4375,Anne Fine
4376,Jean Booker
4377,Alice Mary Connally Fisk
4378,Michael Pollan
4379,Phyllis Richman
4380,Valerie Wolzien
4381,Bobbie Hinman
4382,Millie Snyder
4383,Beverly West
4384,Nancy Peske
4385,Jean Ure
4386,Karin Yapalater
4387,Nancy Star
4388,JoAnna Carl
4389,Laura Van Wormer
4390,Ginna Gray
4391,Helen R Myers
4392,Maira Kalman
4393,Tibor Kalman
4394,Steven Heller
4395,Frank O. Braynard
4396,Todd Strasser
4397,Pamela E. Apkarian-Russell
4398,Michael Wallis
4399,Suzanne Wallis
4400,Alex Kotlowitz
4401,Michael Savage
4402,Candice Bergen
4403,George Mair
4404,G. Garfield Crimmins
4405,Ann Linnea
4406,Barbara Sher
4407,Barbara Smith
4408,Fritz Eichenberg
4409,Phoebe McPhee
4410,Stephen Fuentes
4411,Melanie Munnell
4412,Wilson Rawls
4413,Margaret Peterson Haddix
4414,Willo Davis Roberts
4415,Barry Denenberg
4416,Gary A. Lippincott
4417,Tom Brokaw
4418,J. Lawler
4419,Fred Mustard Stewart
4420,Phil McGraw
4421,C. M. Woodhouse
4422,Rudolfo Anaya
4423,Anne Barone
4424,V. C. Andrews
4425,John Forbes
4426,Kay Allenbaugh
4427,Sonja Massie
4428,Susan Campbell Bartoletti
4429,Jeffrey D. Greene
4430,Stuart Friedman
4431,Joe Kraynak
4432,Cassandra King
4433,Jodi Picoult
4434,Stephen L. Carter
4435,Anchee Min
4436,Jillian Medoff
4437,Lisa Gornick
4438,Betsy Carter
4439,Kyle Mills
4440,Martin J. Smith
4441,Thomas French
4442,Nancy Taylor Rosenberg
4443,Shelby Yastrow
4444,Stanley Pottinger
4445,Amanda Ashley
4446,David Wiltse
4447,Sonia Icilyn
4448,McCoy Judi
4449,Charlaine Harris
4450,Suzanne Forster
4451,Alton Gansky
4452,Philip Kerr
4453,Stef Ann Holm
4454,Julian Symons
4455,Better Homes And Gardens Books
4456,Linda Hallam
4457,Swami Prabhavananda
4458,Frederick Manchester
4459,G &amp; R Publishing
4460,Claire Folkard
4461,Abby Kanter
4462,Raymond Pierson
4463,Phil Gross
4464,Mike Gross
4465,Nilo Cruz
4466,Reed Arvin
4467,David Rosenfelt
4468,Giles Blunt
4469,Stephen Frey
4470,Austin Clarke
4471,Sue Henry
4472,James W. Hall
4473,Virginia Lanier
4474,James Grippando
4475,Stephen J. Cannell
4476,Stephen Cannell
4477,Shane And Sheridan
4478,Jim. Screenplay Based On The B
4479,Hugh Cook
4480,Alien Stevens
4481,Jim DeFelice
4482,John J. Nance
4483,Matthew Reilly
4484,William Kent Krueger
4485,Michael Macdonald Mooney
4486,Allen Drury
4487,Michael Darkow
4488,Maria Elena Morgan
4489,Murray Bail
4490,Jim Karas
4491,Gay Hendricks
4492,Marilyn Vos Savant
4493,Curl
4494,Martin V. Riccardo
4495,Jana Marcus
4496,Katherine Ramsland
4497,Ruth Maran
4498,Gail Tsukiyama
4499,Jeanne Kalogridis
4500,Andrew X. Pham
4501,Catharina Day
4502,Malika Oufkir
4503,Michele Fitoussi
4504,Ros Schwartz
4505,Mckay Jenkins
4506,Patricia Wynn
4507,William Cohen
4508,Theresa Foy DiGeronimo
4509,Michael Alexander
4510,Kjersti Hoff Baez
4511,Ray Grigg
4512,Peter Albano
4513,Rod R. Butterworth
4514,Mickey Flodin
4515,Andrea Boeshaar
4516,Jane Orcutt
4517,Ashley McConnell
4518,Margaret; Williams
4519,Michael; Hickman
4520,Tracy; Copyr
4521,R.A. Salvatore
4522,Lucretius
4523,Ronald E. Latham
4524,John Godwin
4525,Horace
4526,W. G. Shepherd
4527,Peter Mansfield
4528,Paul Halpern
4529,James Lowder
4530,John Keegan
4531,G. Lee Bowie
4532,Robert C. Solomon
4533,Meredith W. Michael
4534,Bill Pogue
4535,Rachel Bell
4536,Howard Peiper
4537,David Norbrook
4538,H. R. Woudhuysen
4539,Alice Notley
4540,L. E. Modesitt Jr.
4541,Rosemary Edmonds
4542,Gerard Del Re
4543,Patricia Del Re
4544,Taisha Abelar
4545,Carlos Casteneda
4546,Michele Jamal
4547,Duong Thu Huong
4548,Phan Huy Duong
4549,Nina McPherson
4550,Emrys Jones
4551,Michael Tanner
4552,John T. Lawrence
4553,Frederick Busch
4554,Ian Kellam
4555,Nien Cheng
4556,Annie Dillard
4557,Ann Hood
4558,P J O'Rourke
4559,Antonio Skarmeta
4560,Katherine Silver
4561,ERNEST HEMINGWAY
4562,Pat Barker
4563,Martina Devlin
4564,Sandra Felton
4565,Rose Marie Nichols McGee
4566,Maggie Stuckey
4567,Linda Yang
4568,Alice Borchardt
4569,Marcelle Karp
4570,Debbie Stoller
4571,Inga Muscio
4572,Caroline G. Mercer
4573,Kylie Adams
4574,Sherryl Woods
4575,Christie Ridgway
4576,Patricia Cabot
4577,Donna Gillespie
4578,Beverly Brandt
4579,Lori Schiller
4580,Amanda Bennett
4581,John Milton
4582,Christopher Ricks
4583,Upton Sinclair
4584,Morris Dickstein
4585,Matthew J. Bruccoli
4586,Edmund Wilson
4587,Harold M. Silverman
4588,Henry Blackaby
4589,Richard Blackaby
4590,Silver RavenWolf
4591,Merlin Stone
4592,Matthew Ward
4593,Christopher Hammond
4594,John Hawkes
4595,Lindsay Faith Rech
4596,Steffie Hall
4597,Elizabeth Young
4598,Paul Rogat Loeb
4599,Alex Kava
4600,Alan Lightman
4601,Josephine Tey
4602,Todd Komarnicki
4603,Tina Wainscott
4604,Stephen Wright
4605,Joanne M. Dochterman PhD RN FAAN
4606,Gloria M. Bulec
4607,Elizabeth Jolley
4608,D. C. Brod
4609,John R. Riggs
4610,Gerald Petievich
4611,Charlotte MacLeod
4612,Jonathan Havard
4613,Neil Shulman
4614,Nei Shulman
4615,Peter Bebrandt
4616,Joseph Wambaugh
4617,Ed Greenwood
4618,Ursula LeGuin
4619,Richard Hescox
4620,Kirk Douglas
4621,Glenn Dakin
4622,Jeffrey Robinson
4623,Pierre Barbéris
4624,Richard Bohringer
4625,Andreï Kourkov
4626,Nathalie Amargier
4627,Christine Angot
4628,Zoé Valdés
4629,Djian
4630,W &amp; M Hoffer
4631,Vitaliano Brancati
4632,Patrick Creagh
4633,Patrick Suskind
4634,Susan Hubbard
4635,Thomas Noguchi
4636,A. Lyons
4637,Andrea Camilleri
4638,Stephen Sartarelli
4639,Patrick Mccabe
4640,J.P. Carasso
4641,Alan Vanneman
4642,Jean Hager
4643,Odo Hirsch
4644,Glen Cook
4645,Jonathan Barry
4646,Jim Silke
4647,Rebecca Bradley
4648,Terry McGarry
4649,Mindy L. Klasky
4650,Nancy McKenzie
4651,Karin Lowachee
4652,K.W. Jeter
4653,Vivian Schilling
4654,W. Steven Brown
4655,Sharon Schulze
4656,Stanley Smith
4657,Tom Bullimore
4658,Derrick Niederman
4659,Hy C
4660,Elizabeth McGregor
4661,Ron Koertge
4662,Miguelanxo Prado
4663,Margaret Sayers Pe
4664,David Calder
4665,Stieg Retlin
4666,Pam Munoz Ryan
4667,Gerald L. Holmes
4668,Tasha Tudor
4669,Dean Hughes
4670,Janet Quin-Harkin
4671,Jane Harrington
4672,Joan Aiken
4673,Pat Marriott
4674,Robert C. O'Brien
4675,Zena Bernstein
4676,Nick West
4677,Colleen O'Shaughnessy McKenna
4678,Katherine Coville
4679,James Fenimore Cooper
4680,Irene Hunt
4681,Felice Holman
4682,Paul O. Zelinsky
4683,Lisa Norby
4684,Fernado Fernandez
4685,Rick North
4686,Mildred D. Taylor
4687,Robin Lawrie
4688,Leo And Diane Dillon
4689,Katherine Neville
4690,Monica Hughes
4691,Cameron Dokey
4692,Ellen Reymes
4693,Deborah Gregory
4694,Eliza Willard
4695,Dave McKean
4696,Andrew Matthews
4697,Girling
4698,Otto M. Frank
4699,Mirjam Pressler
4700,Susan Mas
4701,Stedman Graham
4702,Michel Houellebecq
4703,Frank Wynne
4704,Deborah Morgan
4705,Daniel W. Patterson
4706,Jean Ritchie
4707,Matt Groening
4708,Josie Lloyd
4709,Emlyn Rees
4710,Germaine Greer
4711,Henry Root
4712,Paul M. Angle
4713,Florence Scovel-Shinn
4714,Terry Alford
4715,Diana Culbertson
4716,Tim Wynne-Jones
4717,Brian Doyle
4718,Karleen Bradford
4719,Martha Brooks
4720,Diane Schoemperlen
4721,Christina Schwarz
4722,Molly Jong-Fast
4723,Shirley Jackson
4724,Rosemary Sutcliff
4725,Julie Reece Deaver
4726,Marilyn Butler
4727,Andre Norton
4728,Jacqueline Park
4729,Lindsey Davis
4730,Peter Tremayne
4731,Anne Eliot Crompton
4732,Marcus Stone
4733,John Bowen
4734,Jules Watson
4735,Harris
4736,Angela Doherty
4737,Nicholas Guild
4738,Kim Lewis
4739,Frank McDonald
4740,Dell Shannon
4741,Rachel Billington
4742,Iain Finlay
4743,B. Wilson
4744,Ashland Price
4745,Rosemary Edghill
4746,Emma Blair
4747,Matthew Kneale
4748,Marian Thurm
4749,John Peterman
4750,Cynthia Borris
4751,Martin Waddell
4752,Patrick Benson
4753,Ole Risom
4754,Sandra Boynton
4755,P.D. Eastman
4756,David Icke
4757,Rex Gibson
4758,N. Kantaris
4759,P.R.M. Oliver
4760,Dave Stern
4761,Marge Piercy
4762,Craig Nova
4763,Mark Le Fanu
4764,Ulrich Holbein
4765,Mark Childress
4766,Rudolf Hermstein
4767,Gemma Alexander
4768,Patricia Lewin
4769,Marti Leimbach
4770,Romain Gary (Émile Ajar)
4771,Donald J. Sobol
4772,Ted Enik
4773,Sushil Jajodia
4774,V. S. Subrahmanian
4775,Steve Cunningham
4776,Judson Rosebush
4777,Donnie O'Quinn
4778,Stephen Cosgrove
4779,Jesse Liberty
4780,Mark Cashman
4781,Christa Krüger
4782,Doris Dörrie
4783,Fanny Morweiser
4784,Colum McCann
4785,Donna W. Cross
4786,Wolfgang Neuhaus
4787,Jan Mehlum
4788,Jessica Andersen
4789,Leonard Wolf
4790,A. N. Roquelaure
4791,Barbara Hambly
4792,Prosper Mérimée
4793,Dietrich Schwanitz
4794,Cora Stephan
4795,Gregor Sander
4796,André Gide
4797,Raimund Theis
4798,Christine Stemmermann
4799,Pierre Joffroy
4800,Ulrich Kunzmann
4801,Stefan Zweig
4802,Friederike Mayröcker
4803,Alejo Carpentier
4804,Anneliese Botond
4805,Willy Breinholst
4806,Alan Durband
4807,Jean-Jacques Sempe
4808,Deborah Moggach
4809,Shulamit Lapid
4810,Christopher Dolley
4811,Elinor Lipman
4812,Lucius Shepard
4813,J. K. Potter
4814,Robert Kelley
4815,Walter Pruncel
4816,Klaus Müller
4817,Roberto Calasso
4818,Peter Fitzsimons
4819,Zecharia Sitchin
4820,Penthouse International
4821,Margaret Weis And Tracy Hickman
4822,Louise Voss
4823,Meredith Ann Pierce
4824,Kathryn M. Drennan
4825,W.S. Merwin
4826,Phil Hirsch
4827,Brian Buniak
4828,Deborah Scott
4829,David Poyer
4830,Barbara Seuling
4831,Rebecca O'Connell
4832,Hilary Jenkins
4833,Glen Grant
4834,Harry Crews
4835,Mike Miller
4836,Jan Brett
4837,Jerry W. Ward
4838,Tenaya Darlington
4839,Douglas Pagels
4840,Patricia Wayant
4841,Gary D. Chapman
4842,Larry Burkett
4843,The Editors Of People Magazine
4844,The Editors Of Peop
4845,The Editors Of Entertainment Weekly
4846,The Editors Of
4847,Joe Stahlkuppe
4848,Stormie Omartian
4849,Rita Dove
4850,Jewel
4851,Nikki Giovanni
4852,Tony Medina
4853,Louis Reyes Rivera
4854,Sonia Sanchez
4855,David Lehman
4856,Diana Barron
4857,Kirby Record
4858,Steven Ferry
4859,Tanya Petrovna
4860,Jean Krueger
4861,Joel Brouwer
4862,Donald W. Hayward
4863,Jeannette Eyerly
4864,Bill Buchanan
4865,Kandy Radzinski
4866,Jim Shepard
4867,George C. Williams
4868,A. R. Braunmuller
4869,Stephen Or
4870,Joel Spring
4871,Rene Chartrand
4872,Patrice Courcelle
4873,Bill Younghusband
4874,Philip Haythornthwaite
4875,Bryan Fosten
4876,Richard Holmes
4877,George Guidall
4878,Dave Marinaccio
4879,Ralph Steadman
4880,Allison Pollack Alexander
4881,Jill Henry
4882,Nancy Block
4883,Janet Leigh
4884,Rachelle Nelson
4885,Charles R. Swindoll
4886,Steve Shagan
4887,Alex Beam
4888,Chris Kenry
4889,G.G. Marquez
4890,Charlotte Bingham
4891,Don Peppers
4892,Martha Rogers
4893,Michael Beres
4894,Kay
4895,Mary Kay Simmons
4896,Kathryn Lynn Davis
4897,P D James
4898,Marsha Boulton
4899,Bill H. Gates
4900,Bryan Cholfin
4901,Edith Pargeter
4902,Katharine Kerr
4903,Hugh Sebag-Montefiore
4904,Michael Lee West
4905,Lurlene McDaniel
4906,Richard Evans
4907,Rosie Rushton
4908,Dermot Bolger
4909,Pamela Stephenson
4910,Ingrid Weaver
4911,Richard N. Bolles
4912,Gwen Gotsch
4913,Judy Torgus
4914,William Sears
4915,Martha Sears
4916,Vicki Iovine
4917,T. Berry Brazelton
4918,American College Of Obstetricians And Gynecologist
4919,Marvin S. Eiger
4920,Sally Wendkos Olds
4921,Wendy Wray
4922,Roe
4923,Leslie Dunkling
4924,Robin Norwood
4925,Christina Baker Kline
4926,Gale Pryor
4927,Kate White
4928,Jan Guillou
4929,Lieselotte Kolanoske
4930,Michel Faber
4931,Shelomoh Di-Nur
4932,Philip Simpson
4933,Tony Earley
4934,J. P. Donleavy
4935,James Patrick Donleavy
4936,Elliot Banfi
4937,Stuart David
4938,Gay Courter
4939,James R. Kincaid
4940,Beryl Bainbridge
4941,Kirsten Bakis
4942,Bellow
4943,David Almond
4944,Chinua Achebe
4945,Cheryl Ann Costa
4946,Sage
4947,Manjusha Pawagi
4948,Leanne Franson
4949,Thomas E. O'Hara
4950,Stephen Sondheim
4951,James Lapine
4952,Jim Currie
4953,Lauren Slater
4954,John M. Gottman
4955,Joan DeClaire
4956,Frederick Lenz
4957,Scott S. Smith
4958,Erika Lopez
4959,Cynthia MacGregor
4960,Gary Mechler
4961,Steven P. Shelov M.D.
4962,Vicki Lansky
4963,Jack Lindstrom
4964,Barry Reed
4965,Thomas Swan
4966,Martin Clark
4967,P. J. Tracy
4968,Tim Dolin
4969,Harley Hahn
4970,Cindy West
4971,Mateu
4972,Justine Fontes
4973,Omar Rayyan
4974,Alice Alfonsi
4975,Bill Wallace
4976,Carol Wallace
4977,Jean Van Leeuwen
4978,Adam Rapp
4979,Nicole Luiken
4980,Nancy Munger
4981,William Heffernan
4982,Norman Kelley
4983,Ruth Birmingham
4984,Paullina Simons
4985,Miriam Therese Winter
4986,Sid Kirchheimer
4987,Tom Magliozzi
4988,Greg Proops
4989,Richard Lederer
4990,Richard Howard
4991,Henry W. Stine
4992,B. B. Jordan
4993,Leora Krygier
4994,David Thompson
4995,Diane Hoh
4996,Hayden Mead
4997,Kevin Jackson
4998,Tim Lebbon
4999,Steven Feinberg
5000,Garfield Reeves-Stevens
5001,Richard L. McGuire
5002,Robert Poe
5003,Charles Lamb
5004,Paul B. Thompson
5005,Tonya R. Carter
5006,Robert S. Kane
5007,Helen Keller
5008,D. H. Lawrence
5009,Elise Juska
5010,MaranGraphics
5011,G. K. Chesterton
5012,Michael Foreman
5013,Robert Van De Castle
5014,Alan M. Dershowitz
5015,Mikal Gilmore
5016,Thomas Moore
5017,Kathy Cronkite
5018,Gertrude Stein
5019,M. C. Hargreaves
5020,Eric Hansen
5021,Harpo Marx
5022,Rowland Barber
5023,Simon Louvish
5024,Arturo Pérez-Reverte
5025,Sonia Soto
5026,Margaret Costa
5027,Aylmer Maude
5028,E.B. Greenwo
5029,Miriam Toews
5030,Patrick Taylor
5031,Fred Stenson
5032,Irene Gut Opdyke
5033,Jennifer Armstrong
5034,Ahdaf Soueif
5035,Aleksandr Solzhenitsyn
5036,Catherine Simmons Niven
5037,Shyam Selvadurai
5038,John McGahern
5039,D. M. Thomas
5040,Clyde Edgerton
5041,Grace MacCarone
5042,Kris Lowe
5043,Grace Catalano
5044,Jan Berenson
5045,Rosalind Noonan
5046,Suzy Becker
5047,Gertrude Warner
5048,Jimmy Buffett
5049,Ellie Kay
5050,Maud Hart Lovelace
5051,Lois Lenski
5052,Jaime O'neill
5053,Rick Carroll
5054,Robert L. Clifton
5055,Alan M. Dahms
5056,Alan Furst
5057,Johnny Cash
5058,Jonny Cash
5059,Patrick Carr
5060,Nicholas Gage
5061,Bette Bao Lord
5062,Blue Balliett
5063,Tom Raabe
5064,Jack Schaefer
5065,Donna Kae Nelson
5066,Debra Kang Dean
5067,Colette Inez
5068,Ross Talarico
5069,Merle Kessler
5070,William Molnar
5071,June Callwood
5072,Daniel Wallace
5073,Robert Bonazzi
5074,John Howard Griffin
5075,John Howard Gri
5076,Terri Blackstock
5077,Beverly Lewis
5078,Pauline Nestor
5079,Alma Bond
5080,Alma H. Bond
5081,Jose Eugenio Soares
5082,Maud Ellmann
5083,Scott Gardiner
5084,John Harvey
5085,Rochelle Majer Krich
5086,Alma Marceau
5087,Heinz Zwack
5088,Larry Berger
5089,Dahlia Lithwick
5090,Indu Sundaresan
5091,E. L. Doctorow
5092,Donald E. Westlake
5093,Chet Williamson
5094,Peter Robinson
5095,Robert W. Walker
5096,Earlene Fowler
5097,Karen Kijewski
5098,Lynda La Plante
5099,Mark T. Sullivan
5100,Susan Wittig Albert
5101,Stuart M. Kaminsky
5102,Linda Davies
5103,Sandra West Prowell
5104,Deborah Crombie
5105,Marianne Wesson
5106,Jeremiah Healy
5107,J. F. Freedman
5108,Kate Wilhelm
5109,Wolf Haas
